pdes,full_name,neo,pha,H,diameter,albedo,e,a,q,i,om,w,moid,class
22753, 22753 (1998 WT),Y,Y,17.68,,,0.5699,1.219,0.524,3.21,307.34,324.83,0.0337,APO
22771, 22771 (1999 CU3),Y,N,16.96,,,0.5240,1.576,0.750,11.41,338.87,305.89,0.0637,APO
23183, 23183 (2000 OY21),Y,N,16.06,1.098,0.640,0.4009,1.824,1.093,40.98,119.63,301.48,0.257,AMO
23187, 23187 (2000 PN9),Y,Y,16.04,,,0.5894,1.847,0.758,51.34,164.28,293.54,0.0139,APO
23548, 23548 (1994 EF2),Y,N,17.28,,,0.5179,2.29,1.104,23.44,345.84,124.32,0.241,AMO
23606, 23606 (1996 AS1),Y,N,18.38,0.866,0.123,0.3611,1.75,1.118,14.36,296.60,357.71,0.102,AMO
23714, 23714 (1998 EC3),Y,N,16.87,,,0.5165,2.128,1.029,8.44,127.44,129.71,0.0795,AMO
24443, 24443 (2000 OG),Y,N,16.42,,,0.8223,2.31,0.410,25.74,178.06,231.25,0.151,APO
24445, 24445 (2000 PM8),Y,N,14.71,,,0.5457,2.211,1.004,23.77,203.13,219.12,0.0818,APO
24475, 24475 (2000 VN2),Y,N,16.43,,,0.4416,1.975,1.103,14.63,76.40,32.70,0.151,AMO
24761, 24761 Ahau (1993 BW2),Y,N,17.37,,,0.3057,1.335,0.927,21.92,121.04,287.55,0.101,APO
25143, 25143 Itokawa (1998 SF36),Y,Y,19.26,0.33,,0.2802,1.324,0.953,1.62,69.07,162.84,0.013,APO
25330, 25330 (1999 KV4),Y,N,16.74,3.21,0.052,0.3708,1.541,0.969,14.33,50.51,86.11,0.173,APO
25916, 25916 (2001 CP44),Y,N,13.75,5.683,0.177,0.4999,2.558,1.279,15.76,94.64,199.70,0.274,AMO
26166, 26166 (1995 QN3),Y,N,16.79,,,0.6446,3.302,1.174,14.79,185.70,62.83,0.272,AMO
26310, 26310 (1998 TX6),Y,N,19.28,,,0.4696,2.139,1.135,5.38,210.80,98.90,0.155,AMO
26379, 26379 (1999 HZ1),Y,N,18.20,,,0.5762,1.606,0.681,8.68,252.10,200.62,0.131,APO
26663, 26663 (2000 XK47),Y,Y,18.12,,,0.4717,1.546,0.817,13.53,303.58,231.23,0.0349,APO
26760, 26760 (2001 KP41),Y,N,15.50,5.400,0.042,0.5570,2.854,1.264,11.01,146.25,155.14,0.261,AMO
26817, 26817 (1987 QB),Y,N,19.49,1.172,0.027,0.5932,2.809,1.143,3.50,153.05,156.84,0.13,AMO
27002, 27002 (1998 DV9),Y,Y,18.31,,,0.4335,1.744,0.988,8.70,130.33,0.83,0.00295,APO
27031, 27031 (1998 RO4),Y,N,17.89,,,0.4264,2.138,1.227,5.36,191.76,111.91,0.232,AMO
27346, 27346 (2000 DN8),Y,N,15.88,1.802,0.256,0.3990,1.875,1.127,36.95,135.18,269.28,0.443,AMO
29075, 29075 (1950 DA),Y,Y,17.28,1.3,0.070,0.5076,1.698,0.836,12.16,356.54,224.82,0.0392,APO
30825, 30825 (1990 TG1),Y,N,14.73,,,0.6808,2.436,0.778,8.74,205.01,33.67,0.0695,APO
30997, 30997 (1995 UO5),Y,N,17.27,,,0.6432,1.56,0.557,36.25,38.61,151.16,0.403,APO
31210, 31210 (1998 BX7),Y,N,16.40,,,0.5019,2.606,1.298,8.96,144.86,271.47,0.356,AMO
31221, 31221 (1998 BP26),Y,N,17.23,,,0.2571,1.723,1.280,20.22,331.00,186.80,0.292,AMO
31345, 31345 (1998 PG),Y,N,17.61,,,0.3913,2.015,1.227,6.50,222.68,156.18,0.234,AMO
31346, 31346 (1998 PB1),Y,N,17.16,,,0.4297,2.031,1.158,5.97,299.68,350.74,0.143,AMO
31662, 31662 (1999 HP11),Y,N,19.54,,,0.5479,1.598,0.722,18.81,13.93,312.04,0.125,APO
31669, 31669 (1999 JT6),Y,Y,16.19,,,0.5778,2.137,0.902,9.54,78.76,39.13,0.00122,APO
32906, 32906 (1994 RH),Y,N,16.04,,,0.4403,2.247,1.258,18.94,331.14,92.37,0.452,AMO
33342, 33342 (1998 WT24),Y,Y,18.02,0.432,0.654,0.4176,0.7187,0.419,7.37,81.66,167.51,0.0103,ATE
34613, 34613 (2000 UR13),Y,N,16.09,,,0.3857,2.07,1.272,6.18,315.13,286.46,0.284,AMO
35107, 35107 (1991 VH),Y,Y,16.86,0.929,0.408,0.1437,1.137,0.973,13.92,139.30,207.03,0.0265,APO
35396, 35396 (1997 XF11),Y,Y,17.01,0.704,0.772,0.4840,1.442,0.744,4.10,213.60,103.11,0.00016,APO
35432, 35432 (1998 BG9),Y,N,19.39,,,0.5457,2.5,1.136,13.15,115.32,1.60,0.152,AMO
35670, 35670 (1998 SU27),Y,N,19.57,,,0.5963,2.122,0.857,7.14,271.32,169.88,0.0727,APO
36017, 36017 (1999 ND43),Y,N,19.29,,,0.3142,1.524,1.045,5.55,332.06,52.15,0.0781,AMO
36183, 36183 (1999 TX16),Y,N,16.30,2.339,0.089,0.3323,1.551,1.036,38.22,54.64,311.20,0.135,AMO
36236, 36236 (1999 VV),Y,N,15.95,,,0.4238,1.332,0.768,58.03,241.07,19.80,0.229,APO
36284, 36284 (2000 DM8),Y,N,15.04,,,0.5538,1.484,0.662,46.78,323.14,317.98,0.268,APO
37336, 37336 (2001 RM),Y,N,15.78,,,0.4832,2.254,1.165,36.66,223.60,118.06,0.351,AMO
37638, 37638 (1993 VB),Y,Y,19.28,,,0.5200,1.913,0.918,5.08,145.55,323.23,0.000823,APO
37655, 37655 Illapa (1994 PM),Y,Y,17.85,,,0.7524,1.478,0.366,18.03,139.51,303.93,0.0249,APO
38071, 38071 (1999 GU3),Y,Y,19.57,,,0.5069,2.09,1.031,12.73,195.46,8.79,0.0333,AMO
38086, 38086 Beowulf (1999 JB),Y,N,17.36,0.643,0.469,0.5663,1.42,0.616,23.67,165.31,178.96,0.386,APO
38239, 38239 (1999 OR3),Y,N,18.33,,,0.5757,2.035,0.863,9.40,199.75,28.56,0.0541,APO
39557, 39557 Gielgud (1992 JG),Y,N,17.01,,,0.4263,2.264,1.299,5.55,58.46,240.00,0.298,AMO
39565, 39565 (1992 SL),Y,N,18.46,,,0.3342,1.642,1.093,8.60,0.94,344.77,0.0918,AMO
39572, 39572 (1993 DQ1),Y,Y,16.56,1.554,0.184,0.4928,2.036,1.033,10.03,313.50,344.84,0.027,AMO
39796, 39796 (1997 TD),Y,N,15.69,2.131,0.205,0.4691,2.25,1.195,12.94,158.84,171.11,0.186,AMO
40263, 40263 (1999 FQ5),Y,N,17.75,0.954,0.177,0.1611,1.495,1.254,25.84,172.79,198.75,0.257,AMO
40267, 40267 (1999 GJ4),Y,N,15.54,1.641,0.214,0.8084,1.339,0.257,34.48,148.20,211.95,0.156,APO
40329, 40329 (1999 ML),Y,N,17.70,,,0.4551,2.265,1.234,2.52,210.90,111.99,0.226,AMO
41429, 41429 (2000 GE2),Y,Y,20.66,0.204,0.267,0.5557,1.593,0.708,2.17,351.78,297.39,0.0112,APO
41440, 41440 (2000 HZ23),Y,N,19.88,,,0.2115,1.576,1.242,15.11,64.03,200.14,0.237,AMO
42286, 42286 (2001 TN41),Y,N,16.70,,,0.3915,1.419,0.864,24.08,55.81,150.95,0.11,APO
48603, 48603 (1995 BC2),Y,N,17.82,0.844,0.227,0.4296,1.918,1.094,5.02,328.20,81.85,0.137,AMO
52340, 52340 (1992 SY),Y,N,17.98,,,0.5481,2.213,1.000,8.08,5.21,116.40,0.0996,APO
52381, 52381 (1993 HA),Y,N,20.05,,,0.1441,1.278,1.094,7.73,183.24,263.87,0.168,AMO
52387, 52387 Huitzilopochtli (1993 OM7),Y,N,17.75,0.890,0.171,0.1897,1.282,1.039,24.15,297.56,195.55,0.0607,AMO
52689, 52689 (1998 FF2),Y,N,19.13,,,0.2925,1.562,1.105,10.98,4.64,265.20,0.211,AMO
52750, 52750 (1998 KK17),Y,N,16.67,1.059,0.471,0.5249,1.427,0.678,11.17,141.30,334.17,0.162,APO
52760, 52760 (1998 ML14),Y,Y,17.52,1.0,,0.6239,2.408,0.906,2.43,338.65,20.33,0.017,APO
52761, 52761 (1998 MN14),Y,N,17.96,,,0.2243,1.555,1.206,19.49,258.97,350.50,0.193,AMO
52762, 52762 (1998 MT24),Y,N,14.82,6.742,0.051,0.6533,2.415,0.837,33.87,308.95,254.50,0.137,APO
52768, 52768 (1998 OR2),Y,Y,16.02,1.75,,0.5758,2.379,1.009,5.88,26.93,174.57,0.00718,APO
53110, 53110 (1999 AR7),Y,N,16.72,,,0.2146,1.644,1.292,40.63,85.41,58.23,0.409,AMO
53319, 53319 (1999 JM8),Y,Y,15.35,7.,,0.6416,2.724,0.976,13.84,133.62,166.78,0.0256,APO
53409, 53409 (1999 LU7),Y,N,18.73,,,0.6281,2.101,0.781,10.88,206.69,147.74,0.0872,APO
53426, 53426 (1999 SL5),Y,Y,17.19,,,0.5397,1.922,0.885,22.77,239.03,43.42,0.0269,APO
53429, 53429 (1999 TF5),Y,Y,19.02,,,0.6410,2.022,0.726,26.78,199.15,64.09,0.0493,APO
53430, 53430 (1999 TY16),Y,N,16.66,1.233,0.266,0.4032,2.099,1.253,60.40,241.92,156.97,0.291,AMO
53435, 53435 Leonard (1999 VM40),Y,N,14.73,,,0.4829,2.311,1.195,15.35,51.35,354.49,0.205,AMO
53550, 53550 (2000 BF19),Y,Y,19.05,,,0.4198,1.495,0.868,7.18,313.11,325.05,0.0467,APO
53789, 53789 (2000 ED104),Y,Y,17.35,0.843,0.222,0.2692,1.371,1.002,40.78,190.01,218.35,0.0476,APO
54071, 54071 (2000 GQ146),Y,N,17.42,,,0.1974,1.329,1.067,23.44,36.32,128.34,0.126,AMO
54401, 54401 (2000 LM),Y,N,17.22,1.189,0.181,0.2624,1.711,1.262,18.95,240.82,67.15,0.355,AMO
54509, 54509 YORP (2000 PH5),Y,N,22.66,,,0.2300,1.006,0.775,1.60,278.18,278.99,0.000498,APO
54660, 54660 (2000 UJ1),Y,N,17.92,,,0.2806,1.477,1.062,46.69,223.70,158.04,0.087,AMO
54686, 54686 (2001 DU8),Y,N,16.61,1.349,0.244,0.3417,1.777,1.170,33.21,161.68,265.93,0.434,AMO
54690, 54690 (2001 EB),Y,N,17.49,,,0.2564,1.629,1.212,35.36,33.50,99.59,0.413,AMO
54789, 54789 (2001 MZ7),Y,N,15.07,1.567,0.856,0.2875,1.776,1.265,24.47,130.05,20.05,0.292,AMO
55408, 55408 (2001 TC2),Y,N,18.88,0.461,0.342,0.2246,1.1,0.853,30.39,193.82,353.55,0.146,APO
55532, 55532 (2001 WG2),Y,N,16.18,1.306,0.376,0.6952,1.795,0.547,38.54,81.41,132.37,0.338,APO
65674, 65674 (1988 SM),Y,N,18.28,,,0.3442,1.665,1.092,10.95,0.82,313.38,0.132,AMO
65679, 65679 (1989 UQ),Y,Y,19.62,0.918,0.033,0.2645,0.9148,0.673,1.30,178.05,15.01,0.014,ATE
65690, 65690 (1991 DG),Y,Y,19.07,,,0.3632,1.428,0.909,11.14,180.08,63.40,0.0392,APO
65706, 65706 (1992 NA),Y,N,16.57,,,0.5552,2.398,1.067,9.63,349.17,8.75,0.0629,AMO
65717, 65717 (1993 BX3),Y,Y,20.87,,,0.2809,1.395,1.003,2.81,174.74,290.98,0.0475,APO
65733, 65733 (1993 PC),Y,N,18.37,,,0.4744,1.154,0.607,4.15,336.86,168.75,0.066,APO
65803, 65803 Didymos (1996 GT),Y,Y,18.11,0.78,,0.3831,1.643,1.013,3.41,72.99,319.58,0.0396,APO
65909, 65909 (1998 FH12),Y,Y,19.31,,,0.5396,1.091,0.502,3.56,108.59,284.51,0.0128,APO
65996, 65996 (1998 MX5),Y,N,18.49,,,0.6073,2.929,1.150,9.55,265.14,57.14,0.193,AMO
66008, 66008 (1998 QH2),Y,N,15.93,1.484,0.319,0.3628,1.426,0.909,61.01,168.92,14.00,0.0765,APO
66063, 66063 (1998 RO1),Y,N,18.15,,,0.7201,0.9909,0.277,22.69,351.83,151.17,0.0922,ATE
66146, 66146 (1998 TU3),Y,N,14.36,2.864,0.224,0.4837,0.7876,0.407,5.42,101.88,84.99,0.0737,ATE
66251, 66251 (1999 GJ2),Y,N,17.00,1.222,0.187,0.1981,1.536,1.231,11.28,196.17,142.53,0.247,AMO
66253, 66253 (1999 GT3),Y,N,18.40,,,0.8378,1.334,0.216,19.50,157.31,261.16,0.194,APO
66272, 66272 (1999 JW6),Y,N,17.22,0.808,0.400,0.1434,1.507,1.291,51.31,66.37,68.43,0.409,AMO
66391, 66391 Moshup (1999 KW4),Y,Y,16.64,1.317,,0.6884,0.6424,0.200,38.88,244.90,192.65,0.0132,ATE
66400, 66400 (1999 LT7),Y,N,19.27,0.411,0.182,0.5725,0.8554,0.366,9.06,79.79,341.41,0.0591,ATE
66407, 66407 (1999 LQ28),Y,N,18.84,,,0.1202,1.199,1.055,21.77,94.98,320.61,0.0953,AMO
66959, 66959 (1999 XO35),Y,N,16.94,,,0.5653,2.539,1.104,20.62,81.90,293.47,0.276,AMO
67367, 67367 (2000 LY27),Y,Y,17.08,,,0.2126,1.308,1.030,9.02,264.51,184.85,0.0464,AMO
67381, 67381 (2000 OL8),Y,Y,19.98,,,0.5428,1.32,0.604,10.67,294.83,266.97,0.0182,APO
67399, 67399 (2000 PJ6),Y,N,18.41,,,0.3462,1.301,0.851,14.69,332.84,225.34,0.0513,APO
68031, 68031 (2000 YK29),Y,N,18.13,,,0.1286,1.376,1.199,15.17,123.62,31.92,0.229,AMO
68063, 68063 (2000 YJ66),Y,N,15.57,2.301,0.211,0.4582,2.334,1.264,5.72,308.81,50.39,0.272,AMO
68216, 68216 (2001 CV26),Y,Y,16.57,0.994,0.449,0.3266,1.32,0.889,17.99,18.12,48.77,0.0244,APO
68267, 68267 (2001 EA16),Y,N,17.01,0.875,0.401,0.4273,1.51,0.865,38.82,7.99,317.44,0.0591,APO
68278, 68278 (2001 FC7),Y,N,18.47,0.942,0.087,0.1143,1.436,1.272,2.62,99.04,234.54,0.263,AMO
68346, 68346 (2001 KZ66),Y,Y,16.92,0.736,0.291,0.4165,1.508,0.880,16.70,219.36,140.29,0.0389,APO
68347, 68347 (2001 KB67),Y,Y,19.92,,,0.3799,0.9616,0.596,17.13,245.85,243.82,0.0147,ATE
68348, 68348 (2001 LO7),Y,N,14.27,3.512,0.299,0.8408,2.155,0.343,25.35,236.22,181.67,0.385,APO
68350, 68350 (2001 MK3),Y,N,16.11,1.794,0.219,0.2475,1.67,1.256,29.57,128.83,328.56,0.302,AMO
68359, 68359 (2001 OZ13),Y,N,18.07,,,0.1743,1.517,1.253,9.86,99.19,29.27,0.279,AMO
68372, 68372 (2001 PM9),Y,Y,18.95,,,0.4157,1.618,0.946,8.11,252.96,322.34,0.00424,APO
68548, 68548 (2001 XR31),Y,Y,16.57,1.182,0.289,0.4367,1.707,0.962,22.72,302.02,24.72,0.0254,APO
68950, 68950 (2002 QF15),Y,Y,16.39,1.650,0.178,0.3443,1.057,0.693,25.15,236.20,255.58,0.00611,APO
69230, 69230 Hermes (1937 UB),Y,Y,17.68,,,0.6239,1.655,0.622,6.07,34.03,92.93,0.00466,APO
85182, 85182 (1991 AQ),Y,Y,17.13,1.1,0.242,0.7776,2.22,0.494,3.12,339.37,243.25,0.016,APO
85184, 85184 (1991 JG1),Y,N,18.41,,,0.1845,1.374,1.121,33.88,226.38,322.75,0.147,AMO
85236, 85236 (1993 KH),Y,Y,18.75,,,0.3111,1.234,0.850,12.81,54.36,293.82,0.000365,APO
85275, 85275 (1994 LY),Y,N,16.49,2.506,0.093,0.4419,1.891,1.055,17.71,141.13,202.88,0.0643,AMO
85490, 85490 (1997 SE5),Y,N,14.79,,,0.6599,3.765,1.280,2.58,247.54,94.21,0.276,AMO
85585, 85585 Mjolnir (1998 FG2),Y,Y,21.62,,,0.3564,1.298,0.835,4.08,2.29,95.45,0.0213,APO
85628, 85628 (1998 KV2),Y,N,17.28,0.775,0.461,0.3314,1.592,1.064,13.03,66.72,50.61,0.143,AMO
85640, 85640 (1998 OX4),Y,Y,21.14,,,0.4857,1.58,0.813,4.52,299.56,117.32,0.000783,APO
85709, 85709 (1998 SG36),Y,N,15.93,2.230,0.141,0.3376,1.646,1.090,24.83,186.55,29.82,0.123,AMO
85713, 85713 (1998 SS49),Y,Y,15.77,3.484,0.076,0.6388,1.924,0.695,10.78,40.94,103.15,0.00449,APO
85770, 85770 (1998 UP1),Y,N,20.72,,,0.3452,0.9977,0.653,33.18,18.31,234.24,0.0833,ATE
85774, 85774 (1998 UT18),Y,Y,19.09,0.939,0.042,0.3289,1.403,0.942,13.59,64.62,50.17,0.0357,APO
85804, 85804 (1998 WQ5),Y,N,15.37,2.272,0.167,0.3543,1.721,1.112,27.66,285.68,269.82,0.372,AMO
85818, 85818 (1998 XM4),Y,N,15.42,2.028,0.168,0.4161,1.657,0.967,62.72,235.64,301.21,0.11,APO
85839, 85839 (1998 YO4),Y,N,16.58,1.140,0.405,0.2481,1.653,1.243,9.32,28.50,199.67,0.241,AMO
85867, 85867 (1999 BY9),Y,N,18.32,,,0.3021,1.83,1.277,0.95,254.11,287.81,0.281,AMO
85938, 85938 (1999 DJ4),Y,Y,18.73,,,0.4844,1.853,0.955,9.14,19.86,197.76,0.0239,APO
85953, 85953 (1999 FK21),Y,N,18.09,0.59,0.32,0.7031,0.7389,0.219,12.60,180.43,172.43,0.0709,ATE
85989, 85989 (1999 JD6),Y,Y,17.07,1.462,0.056,0.6328,0.8831,0.324,17.07,130.14,309.26,0.0479,ATE
85990, 85990 (1999 JV6),Y,Y,20.27,0.451,0.095,0.3116,1.009,0.695,5.36,124.20,235.71,0.0314,APO
86039, 86039 (1999 NC43),Y,Y,15.94,2.22,0.14,0.5788,1.76,0.741,7.13,311.61,120.83,0.0248,APO
86067, 86067 (1999 RM28),Y,N,16.45,1.245,0.314,0.3234,1.817,1.230,30.55,136.03,301.90,0.364,AMO
86324, 86324 (1999 WA2),Y,N,15.83,2.102,0.191,0.4344,1.967,1.112,34.61,293.64,75.29,0.342,AMO
86326, 86326 (1999 WK13),Y,N,17.35,1.348,0.098,0.3626,1.844,1.176,34.31,78.44,312.58,0.279,AMO
86450, 86450 (2000 CK33),Y,N,18.44,,,0.4149,0.9681,0.566,18.11,124.82,215.61,0.125,ATE
86666, 86666 (2000 FL10),Y,N,16.88,1.165,0.228,0.4270,1.463,0.838,29.01,186.90,258.90,0.0813,APO
86667, 86667 (2000 FO10),Y,N,17.54,0.745,0.349,0.5946,0.8594,0.348,14.29,208.30,172.49,0.133,ATE
86819, 86819 (2000 GK137),Y,Y,17.48,0.802,0.301,0.5058,1.996,0.986,10.06,164.87,150.29,0.0165,APO
86829, 86829 (2000 GR146),Y,N,15.81,1.823,0.232,0.5750,1.463,0.622,14.37,78.46,31.44,0.203,APO
86878, 86878 (2000 HD24),Y,N,17.65,,,0.6185,1.341,0.512,9.47,230.97,214.95,0.103,APO
87024, 87024 (2000 JS66),Y,N,18.72,,,0.1898,1.197,0.969,14.43,230.49,84.96,0.0967,APO
87025, 87025 (2000 JT66),Y,N,18.09,,,0.4836,1.226,0.633,25.32,120.49,359.63,0.351,APO
87309, 87309 (2000 QP),Y,N,17.59,0.568,0.499,0.4632,0.8475,0.455,34.74,294.27,188.18,0.202,ATE
87311, 87311 (2000 QJ1),Y,N,16.50,1.948,0.142,0.5121,1.59,0.776,7.70,191.41,343.52,0.108,APO
87684, 87684 (2000 SY2),Y,Y,15.96,,,0.6427,0.8586,0.307,19.22,162.00,47.81,0.0468,ATE
88188, 88188 (2000 XH44),Y,N,16.08,1.371,0.374,0.3913,2.008,1.222,11.34,340.12,195.36,0.234,AMO
88213, 88213 (2001 AF2),Y,N,19.48,0.912,0.028,0.5953,0.954,0.386,17.81,114.25,195.00,0.172,ATE
88254, 88254 (2001 FM129),Y,Y,17.77,0.800,0.252,0.6295,1.182,0.438,1.52,272.11,140.24,0.0101,APO
88263, 88263 (2001 KQ1),Y,N,15.69,5.748,0.037,0.4325,2.097,1.190,38.79,232.81,241.60,0.374,AMO
88264, 88264 (2001 KN20),Y,N,17.01,,,0.4534,2.147,1.174,12.08,104.92,201.45,0.169,AMO
88710, 88710 (2001 SL9),Y,N,17.61,0.760,0.281,0.2701,1.061,0.775,21.90,202.82,329.34,0.197,APO
88959, 88959 (2001 TZ44),Y,N,17.45,,,0.5637,1.723,0.752,53.84,38.94,114.93,0.051,APO
89136, 89136 (2001 US16),Y,Y,20.27,,,0.2528,1.356,1.013,1.91,175.89,67.22,0.0287,APO
89355, 89355 (2001 VS78),Y,N,15.80,2.038,0.246,0.3083,1.787,1.236,22.66,103.03,85.01,0.445,AMO
89830, 89830 (2002 CE),Y,Y,14.98,5.067,0.079,0.5070,2.077,1.024,43.65,19.88,5.85,0.0277,AMO
89958, 89958 (2002 LY45),Y,Y,17.22,,,0.8864,1.642,0.187,9.90,188.13,222.97,0.000386,APO
89959, 89959 (2002 NT7),Y,Y,16.55,1.407,0.224,0.5284,1.735,0.818,42.36,132.00,300.72,0.000333,APO
90075, 90075 (2002 VU94),Y,Y,15.38,2.233,0.294,0.5741,2.137,0.910,8.85,226.43,31.25,0.0261,APO
90147, 90147 (2002 YK14),Y,N,18.31,,,0.3315,1.474,0.986,28.00,282.68,105.08,0.188,APO
90367, 90367 (2003 LC5),Y,N,17.92,1.748,0.048,0.4262,1.155,0.663,16.88,86.81,313.85,0.152,APO
90373, 90373 (2003 SZ219),Y,N,18.81,,,0.2044,1.627,1.294,9.87,189.39,218.75,0.317,AMO
90403, 90403 (2003 YE45),Y,Y,17.77,0.572,0.493,0.2800,1.234,0.889,19.01,286.22,306.86,0.0367,APO
90416, 90416 (2003 YK118),Y,Y,18.83,0.968,0.062,0.4922,1.695,0.861,7.83,326.73,233.28,0.00188,APO
96189, 96189 Pygmalion (1991 NT3),Y,N,16.48,3.605,0.041,0.3070,1.821,1.262,14.00,287.17,293.22,0.333,AMO
96315, 96315 (1997 AP10),Y,N,17.04,,,0.6434,1.443,0.515,6.65,293.03,356.32,0.111,APO
96536, 96536 (1998 SO10),Y,N,15.37,,,0.7770,2.305,0.514,41.06,199.35,22.70,0.45,APO
96590, 96590 (1998 XB),Y,N,16.28,0.882,0.489,0.3512,0.9079,0.589,13.60,75.68,202.72,0.114,ATE
96631, 96631 (1999 FP59),Y,N,18.17,,,0.2596,1.698,1.258,1.77,19.55,303.93,0.246,AMO
96744, 96744 (1999 OW3),Y,N,14.78,,,0.7791,2.095,0.463,34.72,195.87,35.93,0.363,APO
97725, 97725 (2000 GB147),Y,N,18.75,,,0.3090,1.798,1.243,18.19,311.71,212.35,0.283,AMO
98943, 98943 Torifune (2001 CC21),Y,N,18.71,,,0.2192,1.032,0.806,4.81,75.36,179.41,0.083,APO
99248, 99248 (2001 KY66),Y,Y,16.54,1.115,0.429,0.5079,1.866,0.918,10.61,284.11,61.54,0.0467,APO
99799, 99799 (2002 LJ3),Y,N,18.52,,,0.2757,1.462,1.059,7.56,122.34,249.92,0.12,AMO
99907, 99907 (1989 VA),Y,N,17.96,1.4,,0.5947,0.7284,0.295,28.80,225.58,2.87,0.154,ATE
99935, 99935 (2002 AV4),Y,N,16.15,,,0.6451,1.654,0.587,12.77,16.30,323.01,0.168,APO
99942, 99942 Apophis (2004 MN4),Y,Y,19.09,0.34,0.35,0.1911,0.9224,0.746,3.34,203.89,126.68,0.000108,ATE
100004,100004 (1983 VA),Y,N,16.43,2.70,0.0668,0.7027,2.59,0.770,15.70,76.29,13.76,0.175,APO
100085,100085 (1992 UY4),Y,Y,17.89,,,0.6186,2.652,1.011,2.64,305.17,42.23,0.0251,APO
100756,100756 (1998 FM5),Y,N,16.34,1.809,0.163,0.5546,2.265,1.009,11.57,176.49,312.08,0.0938,APO
100926,100926 (1998 MQ),Y,N,16.63,1.174,0.234,0.4076,1.783,1.056,24.24,221.07,138.80,0.129,AMO
101869,101869 (1999 MM),Y,Y,19.48,,,0.6107,1.624,0.632,4.77,110.92,268.83,0.00143,APO
101873,101873 (1999 NC5),Y,N,16.39,,,0.3932,2.029,1.231,45.79,128.77,295.28,0.438,AMO
101955,101955 Bennu (1999 RQ36),Y,Y,20.21,0.48444,0.044,0.2037,1.126,0.897,6.03,2.06,66.22,0.00322,APO
102873,102873 (1999 WK11),Y,N,17.64,,,0.4681,2.132,1.134,7.44,72.48,220.75,0.142,AMO
103067,103067 (1999 XA143),Y,Y,16.80,1.282,0.246,0.5813,1.843,0.772,38.57,116.51,104.09,0.041,APO
105140,105140 (2000 NL10),Y,N,15.75,1.946,0.223,0.8170,0.9143,0.167,32.54,237.27,281.68,0.356,ATE
105141,105141 (2000 NF11),Y,N,19.09,0.352,0.431,0.1891,1.421,1.152,14.83,123.70,115.98,0.213,AMO
106538,106538 (2000 WK63),Y,N,16.29,,,0.7658,2.419,0.567,10.34,163.39,41.73,0.126,APO
106589,106589 (2000 WN107),Y,N,16.01,,,0.6178,2.146,0.820,14.37,163.36,11.81,0.139,APO
108519,108519 (2001 LF),Y,N,17.94,1.423,0.060,0.2711,1.603,1.169,16.40,267.25,343.91,0.16,AMO
108906,108906 (2001 PL9),Y,N,17.90,,,0.3604,1.235,0.790,20.93,172.04,344.03,0.192,APO
111253,111253 (2001 XU10),Y,Y,15.23,3.006,0.178,0.4399,1.753,0.982,42.04,310.14,6.97,0.0307,APO
112221,112221 (2002 KH4),Y,N,15.52,,,0.4435,2.271,1.264,58.67,230.06,356.58,0.255,AMO
112985,112985 (2002 RS28),Y,N,15.77,3.618,0.033,0.4921,2.22,1.128,46.98,211.96,105.30,0.414,AMO
115052,115052 (2003 RD6),Y,N,17.46,,,0.3182,1.669,1.138,31.32,190.48,88.24,0.396,AMO
136564,136564 (1977 VA),Y,N,19.28,0.4,,0.3942,1.866,1.130,2.99,224.44,172.69,0.137,AMO
136582,136582 (1992 BA),Y,N,19.86,,,0.0679,1.342,1.251,10.50,140.15,107.37,0.275,AMO
136617,136617 (1994 CC),Y,Y,17.97,,,0.4174,1.638,0.954,4.68,268.50,24.95,0.0162,APO
136618,136618 (1994 CN2),Y,Y,16.85,,,0.3950,1.573,0.952,1.44,99.34,248.26,0.0124,APO
136635,136635 (1994 VA1),Y,N,19.12,,,0.1750,1.573,1.298,7.64,231.68,311.20,0.315,AMO
136745,136745 (1995 WL8),Y,N,17.88,,,0.4841,2.365,1.220,17.78,247.88,131.60,0.299,AMO
136770,136770 (1996 PC1),Y,N,20.56,,,0.4514,1.839,1.009,25.10,326.20,45.93,0.0891,APO
136773,136773 (1996 TR6),Y,N,18.61,,,0.1803,1.585,1.299,22.10,196.26,117.61,0.379,AMO
136793,136793 (1997 AQ18),Y,N,18.35,,,0.4654,1.147,0.613,17.37,296.24,37.03,0.186,APO
136795,136795 Tatsunokingo (1997 BQ),Y,Y,18.11,,,0.4782,1.747,0.911,10.99,50.13,147.56,0.0356,APO
136818,136818 Selqet (1997 MW1),Y,N,18.96,,,0.3463,0.9375,0.613,12.78,259.91,203.84,0.113,ATE
136839,136839 (1997 WT22),Y,N,18.85,,,0.3059,1.485,1.031,8.16,71.90,74.84,0.13,AMO
136849,136849 (1998 CS1),Y,Y,17.70,,,0.5783,1.491,0.629,7.79,110.67,97.81,0.0196,APO
136874,136874 (1998 FH74),Y,N,15.74,3.398,0.073,0.8839,2.203,0.256,21.13,197.52,193.42,0.236,APO
136897,136897 (1998 HJ41),Y,N,18.57,,,0.1247,1.363,1.193,38.88,211.85,120.12,0.263,AMO
136900,136900 (1998 HL49),Y,N,17.39,,,0.6366,1.748,0.635,10.98,205.93,239.28,0.0841,APO
